,ident,it,t,a(i),emegas(i),emepla(i)/emet,rplanet(i)/radtie,emestar,rc,qest,sigmag_0,emed,gama,apert,fpert,constmigI,emetal,taugas
127,13,199905,20000001.0,16.512522972476305,0.0,0.22387845786608732,  0.93511430574208787      ,2.4128897190093996e+33,36.67222213745117,3.998512744903565,178.83070031517818,0.17,1.0,0.30000001192092896,1.0,0.1,-0.17403939366340634,3956707.5
128,13,199905,20000001.0,17.191896191225418,0.0,0.10232680900419797,  0.72051399085975443      ,2.4128897190093996e+33,36.67222213745117,3.998512744903565,178.83070031517818,0.17,1.0,0.30000001192092896,1.0,0.1,-0.17403939366340634,3956707.5
129,13,199905,20000001.0,17.927194170195502,0.0,0.08609895873938744,  0.68029351230132573      ,2.4128897190093996e+33,36.67222213745117,3.998512744903565,178.83070031517818,0.17,1.0,0.30000001192092896,1.0,0.1,-0.17403939366340634,3956707.5
130,13,199905,20000001.0,18.582539414845826,0.0,0.11801844728237308,  0.75565247280693970      ,2.4128897190093996e+33,36.67222213745117,3.998512744903565,178.83070031517818,0.17,1.0,0.30000001192092896,1.0,0.1,-0.17403939366340634,3956707.5
131,13,199905,20000001.0,19.682858637792886,0.0,0.2303874349151438,  0.94432952982103013      ,2.4128897190093996e+33,36.67222213745117,3.998512744903565,178.83070031517818,0.17,1.0,0.30000001192092896,1.0,0.1,-0.17403939366340634,3956707.5
132,13,199905,20000001.0,20.892692195761267,0.0,0.07835916561408988,  0.65925654918066834      ,2.4128897190093996e+33,36.67222213745117,3.998512744903565,178.83070031517818,0.17,1.0,0.30000001192092896,1.0,0.1,-0.17403939366340634,3956707.5
140,15,199995,20000001.0,0.5668239941979064,9569.924253270892,9579.022550404634,   3.3008128185516470      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
141,15,199995,20000001.0,8.632224400497831,0.0,3.2725049450846724,   2.2790279545201200      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
142,15,199995,20000001.0,9.791762189601446,0.0,3.4016962712559504,   2.3101165513747102      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
143,15,199995,20000001.0,11.065281370177276,0.0,2.519642601508236,   2.0903045857611984      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
144,15,199995,20000001.0,12.72507586302728,0.0,1.1840000011357283,   1.6270508169174374      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
145,15,199995,20000001.0,14.01507087655322,0.0,1.3235096322281363,   1.6897189860053374      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
146,15,199995,20000001.0,15.306178442597716,0.0,1.0038807227690585,   1.5407572425293066      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
147,15,199995,20000001.0,16.632853457303895,0.0,0.5443114025935509,   1.2568978456626536      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
148,15,199995,20000001.0,18.210590902522675,0.0,0.29685641332841617,   1.0274962693734482      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
149,15,199995,20000001.0,19.351707890639922,0.0,0.14845257955137453,  0.81543800359087848      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
150,15,199995,20000001.0,20.257823302615442,0.0,0.3146317860447434,   1.0474316486896098      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
151,15,199995,20000001.0,21.355230737490015,0.0,0.09006129521858233,  0.69044650384470407      ,1.972005605697632e+33,38.16754150390625,5.218174934387207,106.82475890119791,0.11,1.0,0.30000001192092896,1.0,0.1,0.3886128067970276,2435405.5
152,16,199400,20000001.0,0.1109075280473079,8.496926710850743e-09,0.17769196819023467,  0.12392799994046898      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
153,16,199400,20000001.0,0.2621917056026703,5.294654523268607e-12,0.051383289810773766,  0.18128095091594429      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
154,16,199400,20000001.0,0.4683913390313357,4.3259243009025746e-11,0.07236345415162032,  0.33770512851980022      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
155,16,199400,20000001.0,0.585195075182142,2.8738764229949693e-09,0.15226791797936254,  0.47761259135048811      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
156,16,199400,20000001.0,0.6986360685349818,1.2079811199406442e-10,0.0859800962417248,  0.45392985848077216      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
157,16,199400,20000001.0,0.9890179216200762,8.011752639815536e-09,0.17548285603128244,  0.63733010058584205      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
158,16,199400,20000001.0,1.2733474370931468,1.2257203437839292e-06,0.4168412576486512,  0.85376145295935479      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
159,16,199400,20000001.0,1.5601155815636816,2.2245841511758516e-09,0.14507595832912068,  0.61441715012298115      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
160,16,199400,20000001.0,1.6422652983045434,3.7961284670736665e-10,0.11102669679125968,  0.56744996543727955      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
161,16,199400,20000001.0,1.7043197522215907,6.858207652790164e-09,0.1784035257652509,  0.66916981080101445      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
162,16,199400,20000001.0,1.984184226316566,0.0,0.10921622220347817,  0.57179479175881676      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
163,16,199400,20000001.0,2.073829533883199,0.0,0.12651678206054226,  0.60232084679977882      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
164,16,199400,20000001.0,2.163946621720777,0.0,0.11268972577156132,  0.57879569447449020      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
165,16,199400,20000001.0,2.338325726739244,0.20982342748131694,3.4638986702046615,   1.7813263861955839      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
166,16,199400,20000001.0,4.496553169709132,0.004670971551133054,2.2094717141499203,   1.9825915529915101      ,2.517493963241577e+33,45.0421371459961,4.469478130340576,118.54372046930463,0.17,1.0,0.30000001192092896,1.0,0.1,-0.35245949029922485,1107031.75
