,ident,com,nplanets,massbudget,massefficiency,sigmag0,md,rc,ms,metal,taugas
0,3.0,1.2549403821428722,3.0,10826.687997045472,0.5800011426988647,90.79333656804815,0.055999999999999994,29.539342880249023,1.7602272033691405e+33,0.328145831823349,1644710.625
1,5.0,2.2028539507287914,1.0,3872.2340062040594,0.10560638198738345,102.43159343125014,0.11,38.9774284362793,2.150538206100464e+33,-0.1501600593328476,1014449.0625
2,6.0,2.3363510979193385,1.0,1131.217214740628,0.0282804303685157,75.74087794063331,0.12,47.34337997436523,1.7231897115707396e+33,0.021272709593176842,1790533.125
3,7.0,0.04960905615017173,1.0,21548.659136033886,0.3591443189338981,139.4087765353593,0.18,42.73906326293945,1.6844226121902464e+33,-0.09257139265537262,2721394.75
4,8.0,0.08086418737098526,1.0,10176.607700934683,0.20353215401869365,62.73733748351793,0.15,58.15892791748047,2.1533169746398925e+33,-0.282408207654953,6017040.5
5,15.0,0.1890941933064839,1.0,19263.379672109782,0.5253649001484486,106.82475890119792,0.11,38.16754150390625,1.972005605697632e+33,0.3886128067970276,2435405.5
6,16.0,4.993093535220048,1.0,799.3077931513191,0.014105431643846806,118.54372046930463,0.17,45.0421371459961,2.517493963241577e+33,-0.35245949029922485,1107031.75
7,24.0,5.1734609806554,1.0,612.9250672408593,0.016716138197477984,109.07520777965988,0.11,37.771751403808594,1.507724165916443e+33,-0.09992839395999907,1472218.25
8,27.0,0.8958741194299527,1.0,10778.652898351766,0.21557305796703533,136.22573996029413,0.15,39.46842956542969,1.9361816644668572e+33,0.1544717252254486,3372165.0
9,31.0,3.770206331361995,3.0,870.0928476343197,0.02719040148857249,86.54608385539488,0.096,39.61372756958008,1.9870986938476563e+33,-0.03150779381394386,1439538.875
10,32.0,0.05861455337534208,1.0,23342.94377702153,0.46685887554043065,106.684381659947,0.15,44.59939956665039,1.8306037187576293e+33,0.034827884286642075,3509155.75
11,36.0,0.3511491777848582,1.0,14412.252062009531,0.43236756186028596,54.20182326337026,0.1,51.08893585205078,2.2754931449890137e+33,0.32353711128234863,4464832.0
12,45.0,0.12867344423277674,1.0,8460.388225863266,0.23073786070536179,62.3627063488653,0.11,49.95370101928711,2.7116463184356686e+33,-0.04213515669107437,4216293.5
13,47.0,0.6362883951065377,2.0,33142.5900657992,0.5523765010966534,144.66881223534938,0.18,41.954891204833984,1.4819756746292112e+33,0.02867590636014938,2305969.75
14,53.0,0.5514222203817268,2.0,27018.332985494868,0.4767941115087329,86.08042239210172,0.17,52.8574333190918,1.466697335243225e+33,0.4772234857082367,2702850.75
15,54.0,0.2828703287442119,1.0,955.6772221069114,0.03822708888427647,47.9115642960319,0.07499999999999997,47.05916976928711,2.788093328475952e+33,0.12445628643035887,6763758.5
16,55.0,5.05198975493518,2.0,779.4106232455489,0.024612967049859442,48.90630470063704,0.095,52.42195129394531,2.7434802055358887e+33,0.007457501720637083,2610816.25
17,57.0,0.8305643050584229,3.0,8372.366198052556,0.26439051151744913,42.84224520321804,0.095,56.00921630859375,2.1246776580810543e+33,0.19387945532798767,2539950.25
18,63.0,0.21901112953322385,1.0,5732.574816124589,0.0905143392019672,77.83337535548301,0.19,58.76620864868164,1.4450364112854002e+33,-0.036190528422594084,1215238.75
19,65.0,5.606507856705665,1.0,337.76448083339545,0.007794564942309126,152.16316903257626,0.13,34.76567840576172,1.9010305404663085e+33,0.1536606103181839,1759761.125
20,70.0,4.348827096789389,1.0,135.9597896329819,0.002265996493883032,113.75062599737949,0.18,47.31438064575195,2.4922411441802972e+33,-0.2762344181537628,1161630.0
21,72.0,1.2199538329211341,1.0,381.46343006682514,0.018760496560663534,48.22065995469095,0.061,42.30406951904297,1.820881962776184e+33,0.1719840168952942,1346439.375
22,76.0,3.867304133372804,2.0,819.2093530479713,0.05120058456549821,36.81551384656851,0.048,42.947608947753906,2.0966873168945312e+33,0.4394732415676117,1118237.75
23,78.0,0.16030281561876866,1.0,4623.508448826979,0.0730027649814786,125.78098827917977,0.19,46.22778701782226,2.2154946327209469e+33,0.1440599262714386,4830846.0
