,ident,com,nplanets,massbudget,massefficiency,sigmag0,md,rc,ms,metal,taugas
191,733.0,1.3049898458173412,2.0,2715.4750995505538,0.1629285059730332,69.68681727128616,0.05,31.859832763671875,1.949890136718749e+33,0.2812691032886505,1802666.25
192,734.0,0.043946749050202766,1.0,5892.74464588063,0.14731861614701575,71.03375508490193,0.12,48.88684844970703,1.585713982582092e+33,-0.18759518861770635,4023561.0
193,736.0,3.5459591097524865,1.0,9182.702977877361,0.25043735394210986,88.96144875240013,0.11,41.8243522644043,2.68843412399292e+33,0.04746602848172188,1591579.625
194,743.0,4.58958322604258,1.0,28.394694760060368,0.0007098673690015092,115.68499195389751,0.12,38.30768585205078,1.8071705102920528e+33,0.055192146450281136,1614032.375
195,752.0,3.1114145178160046,1.0,39243.32372876661,0.7848664745753323,213.56916852517878,0.15,31.521738052368164,2.1226055622100836e+33,0.0009987630182877183,2050260.0
196,754.0,3.5188818422440358,1.0,2868.5514641401173,0.04780919106900196,125.20781469798617,0.18,45.097694396972656,1.5213029384613038e+33,-0.2771002054214477,1048509.3125
197,756.0,1.3431412992070926,2.0,1061.0594616960027,0.026526486542400068,62.301636970330925,0.12,52.20050430297852,1.9074748754501345e+33,-0.08243931084871292,1181843.625
198,758.0,0.2791673850189943,1.0,12557.94586823897,0.3139486467059743,74.58380808653065,0.12,47.70920181274414,2.277426004409789e+33,0.23701538145542145,1995667.625
199,765.0,2.6090448515231763,2.0,11323.605091450554,0.3774535030483519,49.07215457629992,0.08999999999999997,50.93748474121094,1.9330356121063232e+33,0.4745183885097504,1849526.125
200,769.0,4.243410510459225,1.0,19120.808416138552,0.4780202104034638,143.9162134198035,0.12,34.34547805786133,1.6988128423690796e+33,0.34261301159858704,1124905.125
201,774.0,0.07211881655225491,1.0,186.46219280998724,0.004302973680230475,47.26155308453674,0.13,62.38087844848633,2.03106427192688e+33,0.06261122226715088,8786938.0
202,777.0,0.04642165413808042,1.0,9764.022062298725,0.35722031935239246,71.2569960308113,0.08199999999999999,40.34846115112305,1.6330718994140624e+33,0.17720559239387512,7715015.5
203,781.0,0.15577794788781554,2.0,20127.707267130718,0.31780590421785343,56.897526198953784,0.19,68.73278045654297,1.8936550617218017e+33,0.15004055202007294,3765111.5
204,784.0,4.380234063162914,1.0,1038.5405713168484,0.0502519631282346,49.36278471385428,0.062,42.15312957763672,2.5978937149047845e+33,0.09699399769306184,2275037.5
205,785.0,0.05951266095732445,1.0,28310.18799374047,0.65331203062478,93.069155183667,0.13,44.45315551757813,1.845084547996521e+33,0.4410025179386137,6034580.0
206,786.0,1.4215216329040463,1.0,5103.629814634296,0.11777607264540682,80.9763041490009,0.13,47.65697860717773,1.5442031621932982e+33,-0.0264985915273428,1371921.75
207,790.0,0.09287382212016944,1.0,41.756067288905754,0.0017160027652974971,75.9120459001003,0.07299999999999998,36.88415908813477,2.3044435977935795e+33,-0.08698908239603041,8548691.0
208,799.0,1.4973661698956595,2.0,15570.361800742508,0.3593160415555964,97.16361250317772,0.13,43.50645065307617,1.6710977554321287e+33,0.05251314491033554,1679589.5
209,802.0,0.050249577042367016,1.0,12.254432078748096,0.00037513567588004374,64.9004790163482,0.098,46.2192497253418,1.6957476139068604e+33,0.15327933430671692,7536502.5
210,803.0,0.09312459071503552,1.0,15140.208048103554,0.23905591654900346,116.71209976470962,0.19,47.990211486816406,2.3070898056030272e+33,-0.40446993708610535,3248059.75
211,806.0,0.045364806090383285,1.0,60.430683395507174,0.0019286388317715055,52.18586729671199,0.094,50.480224609375,1.610882520675659e+33,0.45234453678131104,9865352.0
212,808.0,2.503244847904645,2.0,3463.151757756952,0.05771919596261587,102.44558327398563,0.18,49.856689453125,2.1700642108917235e+33,0.1117490753531456,3046753.0
213,813.0,1.6847295231413013,1.0,228.3131253645936,0.0052687644314906214,63.72426366225009,0.13,53.72211074829102,1.4862669706344606e+33,-0.0167273748666048,3655337.25
214,821.0,0.05354138400484268,1.0,14.097987533329327,0.00046476881978008773,56.72730419271689,0.091,47.6385383605957,1.750120759010315e+33,0.08559317141771315,9040781.0
215,823.0,0.08342799311870566,1.0,13083.164413896091,0.3019191787822175,104.36026645143835,0.13,41.97956085205078,2.154886722564697e+33,0.11749241501092912,2074169.5
216,826.0,0.08968091851045532,1.0,13301.765694405138,0.3069638237170416,77.13928626500466,0.13,48.827857971191406,1.9121103286743168e+33,0.2275413125753403,5254812.5
217,827.0,0.13904350124532694,1.0,20768.593423364662,0.44504128764352846,163.79645299152156,0.14,34.77327346801757,1.817522883415222e+33,-0.05903370305895805,1914992.875
218,828.0,2.60758569221919,2.0,65855.7816345635,1.2347959056480655,136.71553307309495,0.16,40.689735412597656,2.5022060871124263e+33,0.06606408953666687,1704304.125
219,831.0,5.520981152714741,1.0,127.20458803204004,0.002244786847624236,132.19081722893276,0.17,42.65378952026367,2.633634090423584e+33,-0.20033144950866694,1073236.875
220,835.0,1.7010403820225235,1.0,8788.364681773914,0.3515345872709567,98.3161994995133,0.07499999999999997,32.85124969482421,1.773746609687805e+33,0.35431912541389465,2285699.0
221,837.0,0.05062207747527029,1.0,22.347921857669846,0.0010990781241476974,25.92457676636674,0.061,57.69562530517578,1.7012560367584231e+33,-0.08382949233055112,9426933.0
222,841.0,1.6290831550029747,3.0,5151.122424425728,0.24924785924640622,57.239191310708726,0.062,39.14559555053711,1.4675452709197997e+33,0.2477423846721649,1793373.0
223,845.0,1.4721822406782292,1.0,49.766451686499835,0.002619286930868412,27.639779269851807,0.057,54.01370239257813,1.4281084537506103e+33,0.3770430684089661,3872058.5
224,846.0,0.2400378894925976,1.0,9245.355380589446,0.19811475815548812,95.78672925507723,0.14,45.47211456298828,1.5065927505493162e+33,-0.205842599272728,2638090.25
225,847.0,0.3643403905145332,2.0,746.3705120211524,0.020355559418758704,75.64793946480533,0.11,45.35567092895508,2.224822759628296e+33,0.02039382420480252,4484096.0
226,848.0,1.6825405019914357,1.0,2048.659080161581,0.09173100358932453,62.538488943388046,0.067,38.9311752319336,1.5031582117080691e+33,0.2604391872882843,1177702.125
227,849.0,1.0969315151587526,1.0,2034.450645681576,0.1000549497876185,49.2440168154921,0.061,41.8621940612793,1.4661345481872558e+33,0.18940435349941254,2317455.0
