,ident,it,t,a(i),emegas(i),emepla(i)/emet,rplanet(i)/radtie,emestar,rc,qest,sigmag_0,emed,gama,apert,fpert,constmigI,emetal,taugas
6600,535,199882,20000001.0,6.661385913193935,0.0,3.9803702292655982,   2.4387942716521609      ,2.568361282348633e+33,43.5910530090332,6.129436492919922,89.34168412879644,0.12,1.0,0.10000000149011612,1.0,0.1,0.11471833288669585,8669700.0
6601,535,199882,20000001.0,8.781954001983433,0.0,2.9577626512132342,   2.2091965325844942      ,2.568361282348633e+33,43.5910530090332,6.129436492919922,89.34168412879644,0.12,1.0,0.10000000149011612,1.0,0.1,0.11471833288669585,8669700.0
6602,535,199882,20000001.0,10.79686397253601,0.0,2.2568040382022456,   2.0190150381032588      ,2.568361282348633e+33,43.5910530090332,6.129436492919922,89.34168412879644,0.12,1.0,0.10000000149011612,1.0,0.1,0.11471833288669585,8669700.0
6603,535,199882,20000001.0,14.711054392030926,0.0,1.2174327776446676,   1.6443400633719798      ,2.568361282348633e+33,43.5910530090332,6.129436492919922,89.34168412879644,0.12,1.0,0.10000000149011612,1.0,0.1,0.11471833288669585,8669700.0
6604,535,199882,20000001.0,16.33180629313932,0.0,1.6050725870055635,   1.8032384653060838      ,2.568361282348633e+33,43.5910530090332,6.129436492919922,89.34168412879644,0.12,1.0,0.10000000149011612,1.0,0.1,0.11471833288669585,8669700.0
6605,535,199882,20000001.0,18.44605780282569,0.0,0.6757127349852682,   1.3517555399690824      ,2.568361282348633e+33,43.5910530090332,6.129436492919922,89.34168412879644,0.12,1.0,0.10000000149011612,1.0,0.1,0.11471833288669585,8669700.0
6606,535,199882,20000001.0,20.32390211223754,0.0,0.2657622811331715,  0.99044967541012108      ,2.568361282348633e+33,43.5910530090332,6.129436492919922,89.34168412879644,0.12,1.0,0.10000000149011612,1.0,0.1,0.11471833288669585,8669700.0
6607,535,199882,20000001.0,21.795253297554794,0.0,0.2569981560802043,  0.97953324227074856      ,2.568361282348633e+33,43.5910530090332,6.129436492919922,89.34168412879644,0.12,1.0,0.10000000149011612,1.0,0.1,0.11471833288669585,8669700.0
6608,536,199206,20000001.0,0.05207566395500086,0.3498179339929129,3.6628138111846544,  0.28271106822116693      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6609,536,199206,20000001.0,0.3219478040454836,0.0033971173399660486,1.5917825933279195,   1.7134091734895611      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6610,536,199206,20000001.0,0.5358674349331456,0.009138624080974263,1.8923109390932016,   1.8450837860197504      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6611,536,199206,20000001.0,1.3887140091775392,0.0234008670756376,2.259447367758949,   1.9675223022545041      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6612,536,199206,20000001.0,2.0083308109561524,0.019576646763672736,2.240862738948487,   1.9738721158389358      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6613,536,199206,20000001.0,3.1823092134089768,0.029684510725633943,2.747771748083116,   2.1237675648666587      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6614,536,199206,20000001.0,3.700475988264418,0.020054665958510826,2.7270885211433447,   2.1292103462603356      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6615,536,199206,20000001.0,5.352497043722152,0.000993076160923398,2.3113020525699506,   2.0260399225616434      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6616,536,199206,20000001.0,6.275758955289716,0.0,1.2214888768923808,   1.6398747302716239      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6617,536,199206,20000001.0,7.062723571031209,0.0,0.8837648299497202,   1.4742830721233340      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6618,536,199206,20000001.0,7.751591295209443,0.0,0.2760153221338336,   1.0007113767185563      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6619,536,199206,20000001.0,8.143269884625347,0.0,0.24583252888057536,  0.96336801123096494      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6620,536,199206,20000001.0,8.594228490207657,0.0,0.13009247452340747,  0.77941675272361066      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6621,536,199206,20000001.0,8.946551683488968,0.0,0.15453629766182778,  0.82553439703959486      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6622,536,199206,20000001.0,9.307663044791155,0.0,0.09365054013995576,  0.69869926017381667      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6623,536,199206,20000001.0,9.670367255661747,0.0,0.09079412115328318,  0.69164552054280259      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
6624,536,199206,20000001.0,11.770114730885444,0.0,0.05100369423507357,  0.57106322655993547      ,1.727891445159912e+33,57.37086486816406,3.6027319431304927,64.47273211252572,0.15,1.0,0.10000000149011612,1.0,0.1,-0.16470462083816528,1298784.75
